date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2025-10-13,2891,39116105,1650461379,42.4,42.45,41.85,42.15,-0.45,14971
2025-10-14,2891,36178151,1541935222,42.2,43.0,42.2,42.35,0.2,11425
2025-10-15,2891,31233692,1328384556,42.4,42.7,42.3,42.6,0.25,9661
2025-10-16,2891,24185417,1032599617,42.55,42.95,42.55,42.6,0.0,8824
2025-10-17,2891,23642370,1008551077,42.65,43.05,42.5,42.5,-0.1,9356
2025-10-20,2891,13216292,561584565,42.8,42.85,42.4,42.4,-0.1,7588
2025-10-21,2891,20641856,876247184,42.65,42.75,42.3,42.3,-0.1,7018
2025-10-22,2891,26979802,1138701743,42.6,42.65,42.05,42.05,-0.25,11086
2025-10-23,2891,26098938,1095720859,42.0,42.1,41.9,42.0,-0.05,9153
2025-10-27,2891,52823981,2262785708,43.2,43.2,42.45,42.65,0.65,14897
2025-10-28,2891,39481830,1661022698,42.6,42.65,41.9,41.9,-0.75,18816
2025-10-29,2891,32464764,1368781121,41.95,42.5,41.95,42.0,0.1,10393
2025-10-30,2891,29270044,1226804779,42.0,42.15,41.75,41.95,-0.05,15118
2025-10-31,2891,27209401,1142058910,42.2,42.2,41.85,41.85,-0.1,7486
2025-11-03,2891,17951487,755302998,41.85,42.25,41.85,42.05,0.2,8390
2025-11-04,2891,29664826,1257256982,42.05,42.55,42.05,42.4,0.35,8776
2025-11-05,2891,19673366,829879960,42.4,42.4,41.85,42.25,-0.15,8127
2025-11-06,2891,33165322,1412985328,42.55,42.85,42.35,42.55,0.3,9453
2025-11-07,2891,19687092,829770010,42.4,42.5,41.9,41.9,-0.65,8789
2025-11-10,2891,21597551,917190968,42.2,42.65,42.2,42.4,0.5,8027
2025-11-11,2891,42815895,1847414183,42.45,43.45,42.45,43.35,0.95,13253
2025-11-12,2891,29517714,1278387586,43.5,43.75,43.05,43.05,-0.3,9579
2025-11-13,2891,31157003,1337965984,43.1,43.45,42.75,42.9,-0.15,16148
2025-11-14,2891,29586276,1264349462,42.65,43.15,42.4,42.7,-0.2,10322
2025-11-17,2891,34037094,1437527586,42.45,42.5,42.0,42.2,-0.5,11416
2025-11-18,2891,41155840,1752099643,42.15,42.75,42.1,42.6,0.4,12981
2025-11-19,2891,40014645,1716401847,42.7,43.1,42.4,42.9,0.3,13666
2025-11-20,2891,33916264,1464501015,43.05,43.3,42.75,43.3,0.4,11303
2025-11-21,2891,37763324,1631197658,43.1,43.4,42.9,43.4,0.1,14640
2025-11-24,2891,79070976,3469958361,43.5,44.1,43.3,44.1,0.7,22098
2025-11-25,2891,35627587,1546855328,43.75,44.0,43.25,43.3,-0.8,22943
2025-11-26,2891,33976470,1469436019,43.7,43.7,43.05,43.4,0.1,13163
2025-11-27,2891,34143739,1495555144,43.4,44.0,43.25,44.0,0.6,11697
2025-11-28,2891,29045918,1263022044,43.65,43.95,43.3,43.45,-0.55,14275
2025-12-01,2891,22268620,968276145,43.3,43.7,43.25,43.4,-0.05,6395
2025-12-02,2891,31413229,1382761062,43.8,44.1,43.65,44.1,0.7,10124
2025-12-03,2891,27402854,1197414806,44.0,44.1,43.5,43.7,-0.4,19342
2025-12-04,2891,26258778,1160506579,43.6,44.4,43.6,44.35,0.65,10514
2025-12-05,2891,21347896,947704111,44.4,44.55,44.2,44.55,0.2,9154
2025-12-08,2891,26982595,1201660134,44.55,44.75,44.3,44.55,0.0,11905
2025-12-09,2891,28682060,1284329386,44.6,44.95,44.4,44.95,0.4,10966
2025-12-10,2891,20774941,929699266,44.95,44.95,44.55,44.8,-0.15,10262
2025-12-11,2891,34453735,1547918129,45.0,45.15,44.5,45.05,0.25,14758
2025-12-12,2891,53225115,2453690616,45.3,46.5,45.25,46.5,1.45,19083
2025-12-15,2891,37395548,1749511043,46.5,47.15,46.15,46.75,0.25,18989
2025-12-16,2891,90278154,4213636159,46.3,47.1,46.3,46.65,-0.1,25348
2025-12-17,2891,126074237,6145127306,46.9,49.4,46.85,48.95,2.3,44781
2025-12-18,2891,75653296,3725525715,49.9,49.9,48.65,49.35,0.4,28295
2025-12-19,2891,88296236,4381742051,49.15,50.2,48.95,49.5,0.15,22483
2025-12-22,2891,71558308,3590533699,50.0,50.4,49.7,50.4,0.9,19815
2025-12-23,2891,51498944,2582201017,50.4,50.4,49.85,50.4,0.0,11416
2025-12-24,2891,57248619,2871231856,50.1,50.9,49.85,50.3,-0.1,18747
2025-12-26,2891,50917330,2527480618,50.3,50.3,49.45,49.8,-0.5,41396
2025-12-29,2891,19188858,963551267,49.95,50.6,49.65,50.4,0.6,7679
2025-12-30,2891,19228308,965127534,50.0,50.5,49.95,50.2,-0.2,6989
2025-12-31,2891,23732239,1192292545,50.2,50.5,49.8,50.2,0.0,7274
2026-01-02,2891,37562055,1903681715,50.2,51.0,49.85,50.8,0.6,17273
2026-01-05,2891,35653785,1787455613,50.4,50.7,49.9,49.9,-0.9,22805
2026-01-06,2891,26365831,1312841911,49.95,50.2,49.6,49.85,-0.05,19275
2026-01-07,2891,27122320,1339817447,49.9,50.1,49.1,49.35,-0.5,14618
2026-01-08,2891,30167877,1496545243,49.4,49.65,49.3,49.35,0.0,8067
2026-01-09,2891,18284802,896599424,49.4,49.7,49.3,49.7,0.35,4842
2026-01-12,2891,23012022,1149960884,50.0,50.4,49.8,50.0,0.3,7775
2026-01-13,2891,24292393,1207179457,50.2,50.3,49.6,49.65,-0.35,8219
2026-01-14,2891,26331414,1304025649,49.95,50.2,49.3,49.3,-0.35,10399
2026-01-15,2891,35529124,1785288471,49.55,50.4,49.55,50.4,1.1,12135
2026-01-16,2891,33638555,1702562030,50.1,51.0,49.9,50.5,0.1,11240
2026-01-19,2891,33753568,1729635963,50.2,52.0,50.1,51.2,0.7,14426
2026-01-20,2891,24164430,1235242116,51.0,51.5,50.9,51.0,-0.2,8431
2026-01-21,2891,24895385,1263807400,51.0,51.2,50.5,50.6,-0.4,11044
2026-01-22,2891,25030530,1272275436,50.6,51.2,50.5,50.8,0.2,10113
2026-01-23,2891,22426783,1129488986,50.8,51.0,50.0,50.5,-0.3,10020
2026-01-26,2891,26762656,1356905426,50.5,51.0,50.1,51.0,0.5,12048
2026-01-27,2891,42638993,2175376391,50.9,51.4,50.8,50.8,-0.2,11008
2026-01-28,2891,27241720,1386853833,50.9,51.2,50.5,51.2,0.4,8792
2026-01-29,2891,40859598,2124375033,51.2,52.4,51.1,52.0,0.8,14600
